smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
O=[N+]([O-])C=CC1=CC=CC=C1,0.0,1.0,0.0,,0.0,0.0,,,1.0,1.0,,1.0
O=[N+]([O-])O.[NH3+]C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=[P+](O)C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OB(O)O[Hg]C1=CC=CC=C1,0.0,1.0,,,,1.0,,,1.0,,,1.0
OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,0.0,0.0,1.0,,,0.0,,,0.0,,1.0,
OC1=C(Br)C=C(Br)C=C1Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0.0,,1.0,,,0.0,,1.0,0.0,0.0,1.0,1.0
OC1=C(Cl)C(Cl)=C(Cl)C=C1,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,
OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
OC1=C(Cl)C(Cl)=CC(Cl)=C1,0.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,1.0,
OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,0.0,,,1.0,,0.0,,1.0,,0.0,1.0,
OC1=C(Cl)C(Cl)=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OC1=C(Cl)C=C(Cl)C(O)=C1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,
OC1=C(Cl)C=C(Cl)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OC1=C(Cl)C=C(Cl)C=C1Cl,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
OC1=C(Cl)C=CC(Cl)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OC1=C(Cl)C=CC(Cl)=C1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
OC1=C(Cl)C=CC=C1Cl,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=C(I)C=C(I)C=C1I,0.0,,1.0,1.0,,,0.0,1.0,0.0,,1.0,1.0
OC1=CC(Cl)=C(Cl)C(Cl)=C1,0.0,,0.0,,,,,,0.0,1.0,1.0,
OC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.0,,1.0,,,0.0,,,0.0,1.0,1.0,
OC1=CC(Cl)=C(Cl)C=C1,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0
OC1=CC(Cl)=C(Cl)C=C1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
OC1=CC(Cl)=CC(Cl)=C1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,
OC1=CC(Cl)=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
OC1=CC=C(Cl)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OC1=CC=C(I)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
OC1=CC=C(O)C=C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
OC1=CC=C([Hg]Cl)C=C1,0.0,,0.0,,,1.0,1.0,,1.0,,,1.0
OC1=CC=CC(O)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC=CC(O)=C1O,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
OC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC=CC=C1Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC=CC=C1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC=CC=C1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC=CC=C1O,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
OC1=CC=CC=C1[Hg]Cl,0.0,1.0,,,,1.0,,,,,,
C=C(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0
OCC(O)C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC(O)COC1=CC=C(Cl)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
OCC1=C(Cl)C=C(Cl)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC1=CC=CC=C1O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCCOC1=CC=CC=C1,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C=C(C)C1=CC(C(=C)C)=CC=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC=CC1=CC=CC=C1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCC1=CC=CC=C1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)CN(CC)C1=C([N+](=O)[O-])C=C(C(F)(F)F)C=C1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OCCN(CCO)C1=CC(Cl)=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCN(CCO)C1=CC=CC=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
C=C(CC)C(=O)C1=C(Cl)C(Cl)=C(OCC(=O)O)C=C1,0.0,0.0,0.0,,0.0,,,1.0,0.0,1.0,0.0,1.0
OCCNCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCOC1=CC=CC(OCCO)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCOC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCSC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONC1=CC=CC=C1,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0
S=C=NC1=CC=CC=C1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0
S=C=NCC1=CC=CC=C1,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0
S=C=NCCC1=CC=CC=C1,0.0,,1.0,,1.0,0.0,0.0,,0.0,1.0,,
SC1=CC=CC=C1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
SC1=CC=CC=C1Cl,,,,,,,,0.0,,0.0,,
C=CC(=O)OCC(O)COC1=CC=CC=C1,0.0,,0.0,,0.0,0.0,1.0,,0.0,,,
SCC1=CC=CC=C1,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CC(=O)OCCOC1=CC=CC=C1,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0
[N-]=[N+]=NC1=CC=C(C(=O)CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C=C1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[NH4+].[O-]N=[N+]([O-])C1=CC=CC=C1,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
[O-]C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,,,1.0,1.0,,,0.0,,0.0,0.0,,1.0
[O-]C1=CC(Cl)=C(Cl)C=C1Cl,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
[O-]C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(C)(CCC=C(C)C)OC(=O)C1=CC=CC=C1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
C=CC(C)(CCC=C(C)C)OC(=O)C1=CC=CC=C1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(C)(CCC=C(C)C)OC(=O)C=CC1=CC=CC=C1,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,,0.0
[S-]C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC1=CC(OC)=C(O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C=CC1=CC=C(C(C)(C)C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CC1=CC=C(C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC1=CC=C(C=C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC1=CC=C(OC(C)=O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C=CC1=CC=C(S(=O)(=O)[O-])C=C1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0
C=CC1=CC=CC(C)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC1=CC=CC(CCl)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C=CC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC1=CC=CC=C1C=C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCC1=CC(C(=O)NCCO)=C(O)C(OC)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C=CCC1=CC(OC)=C(O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCC1=CC(OC)=C(OC)C=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCC1=CC=C(OC)C=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCC1=CC=CC=C1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CCC1=CC=CC=C1OCC(O)CNC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CCOC(=O)C1=CC(C(=O)OCC=C)=C(C(=O)OCC=C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOC(=O)C1=CC=CC=C1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C=CCOC1=C(Br)C=C(Br)C=C1Br,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CCOC1=C(C(=O)NCCN(CC)CC)C=CC(Cl)=C1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CCOC1=C(Cl)C=C(CC(=O)O)C=C1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.0,0.0
C=CCOC1=CC=CC=C1OCC(O)CNC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=CC1=CC=CC=C1)[N+](=O)[O-],0.0,,0.0,,,0.0,,,,1.0,1.0,
CC(=O)C1=C(C)C([N+](=O)[O-])=C(C(C)(C)C)C([N+](=O)[O-])=C1C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=O)C1=C(C)C=C(C(C)(C)C)C=C1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=C(Cl)C(Cl)=C(Cl)C=C1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CC(=O)C1=CC(C(N)=O)=C(O)C=C1,,,,,,,,0.0,,0.0,,
CC(=O)C1=CC([N+](=O)[O-])=CC=C1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=C(C(C)=O)C=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=C(C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=C(O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=C([N+](=O)[O-])C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=CC=C1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=CC=C1O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C1=CC=CC=C1[N+](=O)[O-],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)C=CC1=CC=CC=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)CC(=O)C1=CC=CC=C1,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
CC(=O)CC(=O)NC1=C(C)C=C(C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=O)CC(=O)NC1=CC=C(S(=O)(=O)[O-])C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=O)CC(=O)NC1=CC=CC=C1,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)CC(=O)NC1=CC=CC=C1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)CCC1=CC=C(O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)CCC1=CC=C(OC(C)=O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)CCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)N(CC(=O)N(C)C)C1=CC=CC=C1,,,,,,,,0.0,,0.0,,
CC(=O)N(CC(C)C(=O)O)C1=C(I)C=C(I)C(N)=C1I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC(=O)NC(=O)C1=CC=CC=C1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)NC(CC1=CC=C(O)C=C1)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)NC(CC1=CC=CC=C1)C(=O)O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)NC1=C(C)C=C(C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
