ID	SMILES
124	CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O
125	CCC1=CC2CN(C1)CC3=C([NH]C4=C3C=CC=C4)C(C2)(C(=O)OC)C5=CC6=C(C=C5OC)N(C)C7C(O)(C(OC(C)=O)C8(CC)C=CCN9CCC67C89)C(=O)OC.OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O
126	COC1=C(C)C2=C(C(=C1C\C=C(C)\CCC(O)=O)O)C(=O)OC2
127	COC1=C(Cl)C2=C(C(=O)C3(O2)C(C)CC(=O)C=C3OC)C(=C1)OC
128	CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2
129	ClC1=C(CCN2CCN(CC2)C3=NSC4=CC=CC=C34)C=C5CC(=O)NC5=C1
130	O=C1NC2=C(C=CC=C2)N1CCCN3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5
131	COC1=C(C=CC=C1)N2CCN(CC2)CC(O)COC3=CC=CC4=C3C=CC=C4
132	CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br
133	OC1=C(Cl)C=C(Cl)C=C1[S](=O)C2=CC(=CC(=C2O)Cl)Cl
134	CCC(/C1=CC=CC=C1)=C(C2=CC=C(O)C=C2)/C3=CC=C(OCCN(C)C)C=C3
135	[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CCC(O)CC(O)CC([O-])=O)C3=CC=C(F)C=C3)C4=CC=CC=C4.CC(C)C5=C(C(=O)NC6=CC=CC=C6)C(=C([N]5CCC(O)CC(O)CC([O-])=O)C7=CC=C(F)C=C7)C8=CC=CC=C8
136	BrC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
137	CC1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C4(C)CCC(=O)C=C14
138	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
139	CC(C)(C)CC(C)(C)C1=CC(=C(O)C=C1)[N]2N=C3C=CC=CC3=N2
140	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
141	CC(C)C(NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)NC(CC(O)C(CC2=CC=CC=C2)NC(=O)OCC3=CN=CS3)CC4=CC=CC=C4
142	CC(C)COC1=CC=C(C=C1C#N)C2=NC(=C(S2)C(O)=O)C
143	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
144	CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C(=C(OC)C=C1C)C
145	CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C2=CC=CC=C2
146	CCCN(CCC)C(=O)CC1=C(N=C2C=CC(=C[N]12)Cl)C3=CC=C(Cl)C=C3
147	Cl.CCC(CN)=C(C1=CC=CC=C1)C2=CC=CC=C2
148	Cl.ClC1=CC=C(C=C1)C(OCCN2CCCCC2)C3=CC=CC=C3
149	Cl.CN1CCC(C(O)C1)C2=C3OC(=CC(=O)C3=C(O)C=C2O)C4=C(Cl)C=CC=C4
150	Cl.COC1=CC=CC(=C1)C(=O)CCNC(C)C(O)C2=CC=CC=C2
151	Cl.CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2
152	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
153	CN(C)C(CCOC1=CC=CC2=C1C=CC=C2)C3=CC=CC=C3
154	CN(C)CCOC(=O)C1=CC=C2[N](CCN(C)C)C(=C(C)C2=C1)C
155	CN(C)CCOC(=O)C1=CC2=C(C=C1)[N](CC3=CC=CC=C3)C(=C2C)C
156	COC1=C(OC)C(=CC(=C1)C2C3C(COC3=O)C(O)C4=CC5=C(OCO5)C=C24)OC
157	COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC
158	COC1CN(CCO1)C2CC(OC(C)C2O)OC3CC(O)(CC4=C(O)C5=C(C(=C34)O)C(=O)C6=C(OC)C=CC=C6C5=O)C(=O)CO
159	CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC(=C(C)C=C3)NC4=NC=CC(=N4)C5=CC=CN=C5.C[S](O)(=O)=O
160	COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=C(O4)C=CC=C5)N.C[S](O)(=O)=O
161	NC1=C(C(=N[N]1C2=C(Cl)C=C(C=C2Cl)C(F)(F)F)C#N)[S](=O)C(F)(F)F
162	CC1=C(CCN2CCC(CC2)C(=O)C3=CC=C(F)C=C3)C(=O)N4CCSC4=N1
163	CCC1=C(C(=O)C2=CC(=C(O)C(=C2)I)I)C3=C(O1)C=CC=C3
164	CCC(CC1=C(I)C=C(I)C(=C1I)N)C(O)=O
165	CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S](N)(=O)=O)C(F)(F)F
166	CN1CC2=C(NC(CC(O)=O)C1=O)C=CC(=C2)C(=O)N3CCC(CC3)C4CCNCC4
167	O=C(CCN1CCC(C1)C2=CC=CC=C2)C3=CC4=C(OCCO4)C=C3
168	CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2
169	OC1=C(C=CC=C1)/C=N/NC(=O)C2=CC=NC=C2
170	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
171	NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N
172	CC(CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2.CC(CN(C)C)CN4C5=C(SC6=C4C=CC=C6)C=CC=C5.OC(C(O)C(O)=O)C(O)=O
173	OC(=O)C1=CC=C(C=C1)[N]2N=C(N=C2C3=CC=CC=C3O)C4=CC=CC=C4O
174	OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O
175	CCCSC1=CC=C2[NH]C(=NC2=C1)NC(=O)OC
176	CN1CC(CNC(=O)OCC2=CC=CC=C2)CC3C1CC4=C[N](C)C5=CC=CC3=C45
177	CCC12CCCN3CCC4=C(C13)[N](C(=O)C2)C5=C4C=CC=C5
178	CC12CCC(=O)C=C1C3CC3C4C2CCC5(C)C4C6CC6C57CCC(=O)O7
179	CC1(CN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)OCC5=C(C=CC=C5)[N]6C=CC=C16
180	CC12C3CCC(O3)C1(C)C(=O)OC2=O
181	CCC12CCC3C(CCC4=CC(=O)CCC34)C1C=CC2(O)C#C
182	O[S](O)(=O)=O.ClC1=CC(=C(C=C1)C(C[N]2C=CN=C2)OCC=C)Cl
183	CCC1(O)CC2CN(CCC3=C([NH]C4=CC=CC=C34)C(C2)(C(=O)OC)C5=C(OC)C=C6N(C)C7C(O)(C(OC(C)=O)C8(CC)C=CCN9CCC7(C89)C6=C5)C(=O)OC)C1.O[S](O)(=O)=O
184	OC(=O)C1=C(O)C=CC(=C1)C2=C(F)C=C(F)C=C2
185	CCOC(=O)C(C1=C(O)C2=C(OC1=O)C=CC=C2)C3=C(O)C4=C(OC3=O)C=CC=C4
186	CC(C)[N]1N=C(C2=CC3=C([NH]2)C=CC(=C3)O)C4=C1N=CN=C4N
187	OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1
188	[Na+].COCC1=C(C2=CC=C(F)C=C2)C(=C(N=C1C(C)C)C(C)C)\C=C\C(O)CC(O)CC([O-])=O
189	OC1=C(Br)C=C(Br)C=C1Br
190	CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(Br)C=C2
191	CC(C)=CC1C(C(=O)OCC2=CC=CC(=C2)OC3=CC=CC=C3)C1(C)C
192	CC1CC2C(CCC3(C)C2CCC3(O)C(C)=O)C4(C)CCC(=O)C=C14
193	COC1=C2C(=O)C3=C(C(=C4CC(O)(CC(OC5CC(N)C(O)C(C)O5)C4=C3O)C(C)=O)O)C(=O)C2=CC=C1
194	CC(=O)OC1=CC=C(C=C1)[C](=[C]2CC[CH2]CC2)C3=CC=C(OC(C)=O)C=C3
195	CC(=O)OCC(=O)C12N=C(C)OC1CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC23C
196	CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
197	CC(C)CCCC(C)N
198	CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
199	CC(C)C1=C(CN(C)C(C)CC2=CC=CC=C2)N(C)N(C3=CC=CC=C3)C1=O
200	CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
201	COCCOC(=O)C1=C(C)NC(=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OC(C)C)C
202	COC(=O)C1=C(C)NC(=C(C1C2=CC=CC=C2[N+]([O-])=O)C(=O)OCC(C)C)C
203	CCOC(=O)C1=C(C)NC(=C(C1C2=CC=CC(=C2Cl)Cl)C(=O)OC)C
204	CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)[S](=O)(=O)NC(=O)NC3CCC(C)CC3)C1=O
205	CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C3=CC=CC(=C3)C
206	CN1CCC2=C(C1)C3=C(C=CC(=C3)Cl)[N]2CCC4=CN=C(C)C=C4
207	CC1=NOC(=C1C)N[S](=O)(=O)C2=CC=C(N)C=C2
208	CC1=NC(=C(O1)C2=CC=C(C(=C2)F)[S](N)(=O)=O)C3CCCCC3
209	CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC2=CC=CC=C2
210	CCN(CC)C(=O)C1=CC=C(C=C1)C(N2CC(C)N(CC=C)CC2C)C3=CC=CC(=C3)OC
211	Cl.CCC1=C2CN3C(=O)C4=C(C=C3C2=NC5=CC=C(OC(=O)N6CCC(CC6)N7CCCCC7)C=C15)C(O)(CC)C(=O)OC4
212	Cl.CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
213	Cl.Cl.CC1=NC2=CC=C(NC(=O)NC3=CC=C4N=C(C)C=C(N)C4=C3)C=C2C(=C1)N
214	Cl.CCC1=NN(CCCN2CCN(CC2)C3=CC(=CC=C3)Cl)C(=O)N1CCOC4=CC=CC=C4
215	Cl.COC1=C(OC)C=C2C(=O)C(CC3CCN(CC3)CC4=CC=CC=C4)CC2=C1
216	Cl.CC1=NC=C2CN=C(C3=CC=CC=C3F)C4=CC(=CC=C4[N]12)Cl
217	Cl.CCCCNC1=C(C(=NC2=C1C=N[N]2CC)C)C(=O)OCC
218	Cl.O=[S](=O)(N1CCCNCC1)C2=CC=CC3=C2C=CN=C3
219	ClC1=CC=C2SC3=CC=CC=C3NC2=C1
220	CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(Cl)C=C1.CC2=CC=C(C=C2)[S]([O-])(=O)=O
221	ClC1=CC=C2OC3=C(C=CC=C3)N=C(N4CCNCC4)C2=C1
222	CC1COC2(N1CC(=O)NC3=CC=C(Cl)C=C23)C4=CC=CC=C4Cl
223	CC(OC1=C(Cl)C=CC=C1Cl)C2=NCCN2
224	ClC1=CC(=C(C=C1)C(C[N]2C=CN=C2)OCC3=CC=C(SC4=CC=CC=C4)C=C3)Cl
225	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)C5=CC=CO5)C(=O)CCl
226	CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(CC12C)C5=CC=C(C=C5)N(C)C
227	CN1CC(CC2C1CC3=C[NH]C4=CC=CC2=C34)C(=O)NC5(C)OC6(O)C7CCCN7C(=O)C(CC8=CC=CC=C8)N6C5=O
228	CN1CCC(CC1)=C2C3=C(CCC4=CC=CC=C24)SC=C3
229	COC1=CC=C(OC(=O)N(CC(O)=O)CC2=CC=C(OCCC3=C(C)OC(=N3)C4=CC=CC=C4)C=C2)C=C1
230	CC\1=C(CC(O)=O)C2=C(C=CC(=C2)F)C1=C\C3=CC=C(C=C3)[S](C)(=O)=O
231	C[S](O)(=O)=O.NC(=N)NC1=CC=C(C=C1)C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(N)=N
232	CSC1=CC=C(C=C1)/C=C2/C(=C(CC(O)=O)C3=C2C=CC(=C3)F)C
233	OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1
234	NC(CSSCC(N)C(O)=O)C(O)=O
235	NC1=CC=CC=C1C(=O)OCC(O)CO
236	C[N]1N=C2C=C(C=CC2=C1C)N(C)C3=NC(=NC=C3)NC4=CC(=C(C)C=C4)[S](N)(=O)=O
237	O.O.OC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC(=C(O)C=C3)O)O
