smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Br.CCCN1CCC2C1CCC3=CC=C(O)C=C23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CCCN1CN(C)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CCN1C=CN(C)C1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CCSC(N)=N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CN1C2CC(CC1C3OC23)OC(=O)C(CO)C4=CC=CC=C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CN1C2CCC1CC(C2)OC(=O)C(O)C3=CC=CC=C3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CN1CC(C2=CC=C(O)C(=C2)O)C3=C(C1)SC=C3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Br.CN1CCC2=C(Cl)C(=C(O)C=C2C(C1)C3=CC=CC(=C3)C)O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CN1CCC2=CC(=CC3=C2C1CC4=C3C(=C(O)C=C4)O)O,0.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Br.CN1CCC=C(C1)C(=O)OCC#C,0.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Br.CN=C1SN(C2=CC=CC=C2)C(=N1)C3=CC=CC=C3,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Br.COC1=C(Br)C=C(OC)C(=C1)CC(C)N,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
Br.COC1=C2CN(C)CCC2=CC3=C1OCO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Br.COC1=CC=CC=C1N2CCN(CCCCN3C(=O)C4=CC=CC=C4C3=O)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.C[N+]1([O-])C2CC(CC1C3OC23)OC(=O)C(CO)C4=CC=CC=C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Br.NC(=O)C(C1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C4=CC=CC=C4)C5=CC=CC=C5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
Br.NC1CCC2=C(C1)C=C(O)C(=C2)O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.NCC1=CC(=NO1)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.OC1=CC2=C(C=C1O)C(CN(CC2)CC=C)C3=CC=CC=C3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
Br.OC1=CC2=C(CCN(CC=C)CC2C3=CC=CC=C3)C(=C1O)Br,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
Br.OC1=CC2=C(CCN(CC=C)CC2C3=CC=CC=C3)C(=C1O)Cl,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0
Br.OC1=CC2=C(CCNCC2C3=CC=CC=C3)C(=C1O)Cl,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.OC1=CC=C(C=C1O)C2CNCC3=C2C=CS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BrC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC(Br)(Br)C=O,0.0,,0.0,,,1.0,1.0,1.0,1.0,1.0,,
BrC(Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC(Br)C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BrC(Br)C(Br)(Br)Br,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,1.0
BrC(Br)C(Br)Br,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=C(Br)C(=C(Br)C(=C1)OC2=CC(=C(Br)C(=C2Br)Br)Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=C(Br)C(=C(Br)C(=C1Br)Br)Br,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=C(Br)C(=C(OC2=C(Br)C(=C(Br)C(=C2Br)Br)Br)C(=C1Br)Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=C(Br)C(=C2C(=O)OC(=O)C2=C1Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
BrC1=C(Br)C(=C2N=C[NH]C2=C1Br)Br,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,,0.0
BrC1=C(Br)C(=C2N=N[NH]C2=C1Br)Br,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
BrC1=C(Br)C=C(S1)C(=O)NC2=CC=C(Br)C=C2,0.0,0.0,1.0,,,0.0,0.0,,0.0,,1.0,
BrC1=C(C=CC=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=C2C=CC=CC2=C(Br)C3=CC=CC=C13,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0
BrC1=C2C=CC=CC2=CC3=CC=CC=C13,0.0,,0.0,,1.0,,1.0,,0.0,,,1.0
BrC1=C2N=CC=NC2=CC=C1NC3=NCCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC(=C(Br)C=C1)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC(=C(OC2=C(Br)C=C(Br)C(=C2)Br)C=C1)Br,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BrC1=CC(=C(OC2=CC(=C(Br)C=C2Br)Br)C=C1Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC(=C(OC2=CC=C(Br)C=C2Br)C=C1)Br,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BrC1=CC(=C(OCC=C)C(=C1)Br)Br,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC(=CC(=C1)Br)Br,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=CC2=C(C=CC=C2)C3=C1C=CC=C3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC2=C([NH]C3=C2CC(=O)NC4=CC=CC=C34)C=C1,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,,
BrC1=CC=C(Br)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=CC=C(C2=CC(=C(Br)C(=C2)Br)Br)C(=C1Br)Br,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC=C(C=C1)C(=O)C(=O)C2=CC=C(Br)C=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC=C(C=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,,,,,,,,,,0.0,,
BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BrC1=CC=C(OC2=CC=CC=C2)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=CC=C2N=CN=C(NCC=C)C2=C1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
BrC1=CC=C2OCC3=NOC(=O)N3C2=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
BrC1=CC=CC(=C1)C2=CC=CC=C2,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
BrC1=CC=CC(=C1)C=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1=NC2=C(S1)C=CC=C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
BrC1=NC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,1.0,
BrCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCC(=O)C1=CC=CC=C1,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0
BrCC(=O)OCC1=CC=CC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
BrCC(Br)(Br)Br,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,1.0
BrCC(Br)(CCC#N)C#N,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,0.0
BrCC(Br)C1=CC=CC=C1,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0
BrCC(Br)C1CCC(Br)C(Br)C1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
BrCC(Br)COC(=O)C=C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,
BrCC1=CC=C(Br)C=C1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCC1=CC=CC(=C1)OC2=CC=CC=C2,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
BrCC1=CC=CC=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCC1CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BrCC=C,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCCC(=O)N1CCN(CC1)C(=O)CCBr,,,,,,,,1.0,,0.0,,
BrCCC1=CC=CC=C1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
BrCCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCCCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BrCCCCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrCCCCCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
BrCCOC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC\C=C\CBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Br[Ca]Br,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
C(C(N)CC1=CC=CC=C1)([2H])([2H])[2H].C(C(N)CC2=CC=CC=C2)([2H])([2H])[2H].O[S](O)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(C1=CC=CC=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC1=CC=CC=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC1=CC=CC=C1)CC2=CC=CC=N2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC1=CC=CC=C1)CC2=CC=NC=C2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0
C(CC1=CC=CC=C1)NC2=NC(=CS2)C3=CC=CC=C3,1.0,0.0,1.0,,1.0,0.0,0.0,,1.0,0.0,,0.0
C(CC1=CC=NC=C1)CC2=CC=NC=C2,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCOCC1CO1)COCC2CO2,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
C(CN1CCOCC1)CC2=CC=C(COC3=CC=CC=C3)C=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C(COC1=CC=CC=C1)OC2=CC=CC=C2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C(COCC1CO1)OCC2CO2,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,
C(CSC1=CC=CC=C1)SC2=CC=CC=C2,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=CC=CC=C3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0
C(NC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CN=C4,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,
C(NC1=C2N=CN=C2N=C[NH]1)C3=CC=CC=C3,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
C(NC1=C2N=CN=C2N=C[NH]1)C3=CC=CO3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
C(NCC1=CC=CC=C1)C2=CC=CC=C2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(OCC1=CC=CC=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(SCC1=CC=CC=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0
C([N]1C=CC=C1)C2=CC=CO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/1C\C=C\CC\C=C\CC\C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C(Cl)=C/CCl,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
C/C=C(/C)C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C=C(/CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC12C)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C/C=C(C)/C(=O)OCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C/C=C(C)/C(=O)OCCC1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C/C=C(C)/C(=O)OC\C=C(C)\CCC=C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C=C(C)/C(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C=C(C)/C=C/C=C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C/C=C/1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,,
C/C=C/C(=C)C1=C(C)CCCC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C=C/C(=O)OC1=C(C=C(C=C1CCCCCC(C)C)[N+]([O-])=O)[N+]([O-])=O,0.0,,0.0,,,,,,,,1.0,
C/C=C/C=C/C(O)=O,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C=C/C=C/C=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C/C=C/C=C/CCCCCCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
C/C=C/C=C/CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C/C=C/CC=C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
C1=CC2=C(C=C1)C3=C(C=C2)C4=C(C=CC=C4)C=C3,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
C1=CC2=C(C=C1)C3=C(C=CC=C3)C=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC2=C(C=C1)C3=C4C(=CC=C3)C5=C(C=CC=C5)C4=C2,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0
C1=CC2=C(C=C1)C3=C4C(=CC=C3)C=CC=C24,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
C1=CC2=C(C=C1)C=C3C(=C2)C=CC4=C3C=CC=C4,1.0,0.0,1.0,,1.0,,0.0,1.0,1.0,0.0,1.0,0.0
C1=CC2=C(C=C1)C=C3C=CC=CC3=C2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C1=CC2=C(C=C1)C=NC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C1=CC2=C(C=C1)N=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC2=C(C=C1)N=CC=N2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0
C1=CC2=C3C(=C1)C=CC4=C3C5=C(C=CC6=C5C2=CC=C6)C=C4,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C1=CC2=C3C(=C1)C=CC=C3C=C2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34,0.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,
C1=CC2=CC3=C(C=C2C=C1)C4=C5C(=CC=C4)C=CC=C35,0.0,,1.0,,0.0,,,,0.0,,,1.0
C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45,0.0,1.0,1.0,,,,1.0,1.0,0.0,1.0,,1.0
C1=CC=C(C=C1)B(C2=CC=CC=C2)C3=CC=CC=C3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0
C1=CC=C(C=C1)C([N]2C=CN=C2)C3=CC=C(C=C3)C4=CC=CC=C4,0.0,,1.0,1.0,0.0,,0.0,,0.0,1.0,0.0,
C1=CC=C(C=C1)C2=C(C=CC=C2)C3=CC=CC=C3,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,0.0
C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0.0
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0
C1=CC=C(C=C1)C2=CC=CC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC=C(C=C1)C=C(C2=CC=CC=C2)C3=CC=CC=C3,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
C1=CC=C(C=C1)C=CC2=CC=NC=C2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,,1.0,0.0
C1=CC=C(C=C1)N=NC2=CC=CC=C2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0
C1=CC=C(C=C1)[Bi](C2=CC=CC=C2)C3=CC=CC=C3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0
C1=CC=C(C=C1)[Sb](C2=CC=CC=C2)C3=CC=CC=C3,,0.0,0.0,,,0.0,0.0,1.0,,1.0,1.0,0.0
C1=CC=C(C=C1)\C=C/C2=CC=CC=C2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C1=CC=C(C=C1)\C=C\C2=CC=CC=C2,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0
C1=CC=C(N=C1)C2=CC=CC=N2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,1.0
C1=CC=C2C(=C1)C=CC3=CC4=C5C=CC=CC5=CC=C4C=C23,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,,0.0,1.0
C1=CC=C2C=C3C4=CC=CC=C4C5=CC=CC=C5C3=CC2=C1,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,,,0.0
C1=CC=C2C=CC=CC2=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC=C2C=NN=CC2=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1=CC=NC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CN=CC=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1=NC=CC(=C1)C2=CC=NC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C2=C(C=CC=C2)C3=C1C=CC=C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C2=C3C(=CC=C2)C=CC4=C3C1=CC=C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1C2OC2C3C1C4CC3C5OC45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C=CC2=C1C=CC=C2,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
C1C=CC2C3CC(C=C3)C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C=CCC2C=CCC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
